Offset,Length,Encoding,Context,Text
$3ece88,4,ascii,Bank $7d at $ce88,M1/$
$3eceb4,4,ascii,Bank $7d at $ceb4,6zl;
$3ecee5,6,ascii,Bank $7d at $cee5,&#Zu=}
$3ecf60,7,dq3_jp,Bank $7d at $cf60,[CTRL]e[$e1][$df][$8e][$ab][$dc]
$3ecf91,4,dq3_menu,Bank $7d at $cf91,[$bd][$bb][$bd]
$3ecff3,5,ascii,Bank $7d at $cff3,CjC\p
$3ed002,6,ascii,Bank $7d at $d002,/* UOV
$3ed015,4,ascii,Bank $7d at $d015,jlbV
$3ed01e,5,ascii,Bank $7d at $d01e,iWk}R
$3ed06f,8,ascii,Bank $7d at $d06f,epOR}8+4
$3ed082,6,ascii,Bank $7d at $d082,icOR}V
$3ed096,6,ascii,Bank $7d at $d096,FpHEpV
$3ed0a1,7,ascii,Bank $7d at $d0a1,OR}V^mC
$3ed0ea,5,ascii,Bank $7d at $d0ea, 4WD^
$3ed13b,4,ascii,Bank $7d at $d13b,9$G[
$3ed160,4,ascii,Bank $7d at $d160,.6%$
$3ed1b9,4,ascii,Bank $7d at $d1b9,pIi}
$3ed1cc,7,ascii,Bank $7d at $d1cc,St}pJmO
$3ed1d8,4,ascii,Bank $7d at $d1d8,c$cS
$3ed1dd,4,ascii,Bank $7d at $d1dd,e}Xp
$3ed1e7,4,ascii,Bank $7d at $d1e7,}dip
$3ed1f1,4,ascii,Bank $7d at $d1f1,}dip
$3ed1fb,4,ascii,Bank $7d at $d1fb,}dip
$3ed22d,7,ascii,Bank $7d at $d22d,k}pORv^
$3ed23d,4,ascii,Bank $7d at $d23d,"#,3$"
$3ed244,4,ascii,Bank $7d at $d244,CMNp
$3ed24c,7,ascii,Bank $7d at $d24c,`}j}ipO
$3ed255,6,ascii,Bank $7d at $d255,n}WvJk
$3ed25f,4,ascii,Bank $7d at $d25f,pJmE
$3ed276,4,ascii,Bank $7d at $d276,#$%3
$3ed28e,6,ascii,Bank $7d at $d28e,VkCvJO
$3ed295,7,ascii,Bank $7d at $d295,Eu}\pa}
$3ed2a0,4,ascii,Bank $7d at $d2a0,pUDk
$3ed2a5,4,ascii,Bank $7d at $d2a5,"""$$'"
$3ed2b1,4,ascii,Bank $7d at $d2b1,7$16
$3ed2c6,4,ascii,Bank $7d at $d2c6,#$16
$3ed2de,4,ascii,Bank $7d at $d2de,3$16
$3ed331,4,ascii,Bank $7d at $d331,2$16
$3ed342,4,ascii,Bank $7d at $d342,pdDk
$3ed36d,4,ascii,Bank $7d at $d36d,OUUL
$3ed377,6,ascii,Bank $7d at $d377,HkOH}V
$3ed397,4,ascii,Bank $7d at $d397,"""$m}"
$3ed3a8,6,ascii,Bank $7d at $d3a8,@5 O}T
$3ed3b0,4,ascii,Bank $7d at $d3b0,}Ur}
$3ed40f,21,ascii,Bank $7d at $d40f,?(?1?:?C?L?U?^?g?p?y?
$3ed51b,6,ascii,Bank $7d at $d51b,e]Hp$K
$3ed52c,6,ascii,Bank $7d at $d52c,3$RVs}
$3ed53c,5,ascii,Bank $7d at $d53c,DpUj-
$3ed554,4,ascii,Bank $7d at $d554,dRjp
$3ed55b,7,ascii,Bank $7d at $d55b,9$ZvJlO
$3ed573,4,ascii,Bank $7d at $d573,9$JS
$3ed57d,6,ascii,Bank $7d at $d57d,9$UrCi
$3ed584,4,ascii,Bank $7d at $d584,OiDc
$3ed5a7,4,ascii,Bank $7d at $d5a7,QvJO
$3ed5c9,5,ascii,Bank $7d at $d5c9,/+$ip
$3ed618,6,ascii,Bank $7d at $d618,Gj\kLp
$3ed62e,5,ascii,Bank $7d at $d62e,ORbW$
$3ed636,4,ascii,Bank $7d at $d636,ivJ$
$3ed65e,4,ascii,Bank $7d at $d65e,Idi$
$3ed68c,7,ascii,Bank $7d at $d68c,' $3$)#
$3ed6e0,6,ascii,Bank $7d at $d6e0,DFm}G}
$3ed6f1,4,ascii,Bank $7d at $d6f1,k}G}
$3ed6f8,5,ascii,Bank $7d at $d6f8,j}pG}
$3ed731,5,ascii,Bank $7d at $d731, 54)9
$3ed745,4,ascii,Bank $7d at $d745,B($+
$3ed757,4,ascii,Bank $7d at $d757,2$&+
$3ed769,4,ascii,Bank $7d at $d769,9$)9
$3ed791,7,ascii,Bank $7d at $d791,g}eC$)9
$3ed799,6,ascii,Bank $7d at $d799,FvS )9
$3ed7ba,4,ascii,Bank $7d at $d7ba,iDCO
$3ed7bf,4,ascii,Bank $7d at $d7bf,ZkQp
$3ed7c4,4,ascii,Bank $7d at $d7c4,FkmD
$3ed7ce,4,ascii,Bank $7d at $d7ce,MapM
$3ed7e0,4,ascii,Bank $7d at $d7e0,FkNV
$3ed7e5,4,ascii,Bank $7d at $d7e5,XLiD
$3ed907,6,ascii,Bank $7d at $d907,mapSOV
$3ed915,6,ascii,Bank $7d at $d915,ivI}ap
$3ed950,4,ascii,Bank $7d at $d950,PJN}
$3ed958,4,ascii,Bank $7d at $d958,OiDc
$3ed982,5,ascii,Bank $7d at $d982,kOiDc
$3ed995,7,ascii,Bank $7d at $d995,`DbOiDc
$3ed9a5,5,ascii,Bank $7d at $d9a5,Ckbi}
$3ed9c3,4,ascii,Bank $7d at $d9c3,CXak
$3ed9e5,4,ascii,Bank $7d at $d9e5,DecN
$3ed9eb,6,ascii,Bank $7d at $d9eb,O^ivR}
$3eda1a,7,ascii,Bank $7d at $da1a,IwvV^iD
$3eda40,4,ascii,Bank $7d at $da40,$\Mb
$3eda5d,7,ascii,Bank $7d at $da5d,\pR}^iD
$3eda68,4,ascii,Bank $7d at $da68,wvHk
$3eda82,6,ascii,Bank $7d at $da82,`aOiDc
$3eda8c,4,ascii,Bank $7d at $da8c,GvJO
$3eda91,4,ascii,Bank $7d at $da91,IwvV
$3edaa0,5,ascii,Bank $7d at $daa0,Ii}FD
$3edaac,7,ascii,Bank $7d at $daac,dRkOiDc
$3edac2,4,ascii,Bank $7d at $dac2,}MRp
$3edad5,7,ascii,Bank $7d at $dad5,FjbZ}R}
$3edae4,4,ascii,Bank $7d at $dae4,OiDc
$3edb0e,7,ascii,Bank $7d at $db0e,ajpOiDc
$3edb1d,4,ascii,Bank $7d at $db1d,a}ap
$3edb2e,4,ascii,Bank $7d at $db2e,a}ap
$3edb36,4,ascii,Bank $7d at $db36,_kLp
$3edb62,5,ascii,Bank $7d at $db62,CHDiD
$3edb68,7,ascii,Bank $7d at $db68,Ii}C}a}
$3edb71,6,ascii,Bank $7d at $db71,OOV}H}
$3edb80,5,ascii,Bank $7d at $db80,Nw}ap
$3edbbf,4,ascii,Bank $7d at $dbbf,aOR}
$3edbd8,4,ascii,Bank $7d at $dbd8,^mOV
$3edbef,6,ascii,Bank $7d at $dbef,UpRJkO
$3edbfe,4,ascii,Bank $7d at $dbfe,bbvJ
$3edc21,4,ascii,Bank $7d at $dc21,Miap
$3edc28,4,ascii,Bank $7d at $dc28,OiDc
$3edc45,4,ascii,Bank $7d at $dc45,5dRk
$3edc4e,6,ascii,Bank $7d at $dc4e,iDGp_v
$3edc57,5,ascii,Bank $7d at $dc57,OVm}k
$3edc6d,4,ascii,Bank $7d at $dc6d,a}ap
$3edc79,6,ascii,Bank $7d at $dc79,}OjHpV
$3edc8b,5,ascii,Bank $7d at $dc8b,C}Ja}
$3edca4,5,ascii,Bank $7d at $dca4,VmkIp
$3edd3b,4,ascii,Bank $7d at $dd3b,9$.9
$3edd42,6,ascii,Bank $7d at $dd42,dRkIdi
$3edd52,5,ascii,Bank $7d at $dd52,Ii}Ji
$3edd5a,5,ascii,Bank $7d at $dd5a,}JVmk
$3edd61,5,ascii,Bank $7d at $dd61,}epQ}
$3edd69,4,ascii,Bank $7d at $dd69,ieOF
$3eddd8,4,ascii,Bank $7d at $ddd8,X^ic
$3eddde,4,ascii,Bank $7d at $ddde,Nk}i
$3edde3,4,ascii,Bank $7d at $dde3,a`Vi
$3eddfb,4,ascii,Bank $7d at $ddfb,`ai}
$3ede10,4,ascii,Bank $7d at $de10,ij`}
$3ede19,5,ascii,Bank $7d at $de19,a`V}p
$3ede1f,4,ascii,Bank $7d at $de1f,aY}M
$3ede2c,4,ascii,Bank $7d at $de2c,kHWp
$3ede35,4,ascii,Bank $7d at $de35,OJkV
$3ede44,4,ascii,Bank $7d at $de44,eNwO
$3ede4f,5,ascii,Bank $7d at $de4f,COVmp
$3ede55,5,ascii,Bank $7d at $de55,a`HpR
$3ede61,4,ascii,Bank $7d at $de61,DIkV
$3ede66,4,ascii,Bank $7d at $de66,ICj}
$3ede6b,4,ascii,Bank $7d at $de6b,ICjJ
$3ede76,4,ascii,Bank $7d at $de76,jlbV
$3ede7b,4,ascii,Bank $7d at $de7b,V_mO
$3ede85,4,ascii,Bank $7d at $de85,ViaW
$3ede8a,5,ascii,Bank $7d at $de8a,iWk}R
$3ede90,4,ascii,Bank $7d at $de90,NwWJ
$3ede95,4,ascii,Bank $7d at $de95,lcGk
$3edebc,4,ascii,Bank $7d at $debc,RH$-
$3edec1,4,ascii,Bank $7d at $dec1,^m}b
$3eded4,5,ascii,Bank $7d at $ded4,lbi}a
$3edfa4,4,ascii,Bank $7d at $dfa4,"#,3!"
$3ee025,5,ascii,Bank $7d at $e025,+8*.4
$3ee043,4,ascii,Bank $7d at $e043,p! 3
$3ee079,4,ascii,Bank $7d at $e079,a]8 
$3ee0d7,4,ascii,Bank $7d at $e0d7,*.$8
$3ee18e,4,ascii,Bank $7d at $e18e,*.$8
$3ee1a1,4,ascii,Bank $7d at $e1a1,.$8+
$3ee1df,6,ascii,Bank $7d at $e1df,&4814!
$3ee1e6,6,ascii,Bank $7d at $e1e6,148&4!
$3ee213,6,ascii,Bank $7d at $e213,"*.$$,5"
$3ee3b8,5,ascii,Bank $7d at $e3b8,[CX}k
$3ee3be,6,ascii,Bank $7d at $e3be,CvMi}c
$3ee3ca,5,ascii,Bank $7d at $e3ca,ipN}k
$3ee3ef,4,ascii,Bank $7d at $e3ef,Fk^$
$3ee420,5,ascii,Bank $7d at $e420,CjC\p
$3ee426,4,ascii,Bank $7d at $e426,majC
$3ee44d,5,ascii,Bank $7d at $e44d,MapGM
$3ee4dd,5,ascii,Bank $7d at $e4dd,majC$
$3ee4f1,4,ascii,Bank $7d at $e4f1,vV$)
$3ee585,4,ascii,Bank $7d at $e585,7/*$
$3ee605,4,ascii,Bank $7d at $e605,*UOV
$3ee60c,4,ascii,Bank $7d at $e60c,$UOV
$3ee613,4,ascii,Bank $7d at $e613,9UOV
$3ee618,4,ascii,Bank $7d at $e618,OR}V
$3ee659,5,ascii,Bank $7d at $e659,"9,3!A"
$3ee662,5,ascii,Bank $7d at $e662,0-+4k
$3ee71d,9,ascii,Bank $7d at $e71d,' $3$)#!A
$3ee73a,4,ascii,Bank $7d at $e73a,C$$6
$3ee764,4,ascii,Bank $7d at $e764,vJ$+
$3ee782,5,ascii,Bank $7d at $e782,i}bC8
$3ee79a,4,ascii,Bank $7d at $e79a,ieO8
$3ee7de,8,ascii,Bank $7d at $e7de,Gj\kLp!A
$3ee8dd,5,ascii,Bank $7d at $e8dd,&*8'1
$3ee8ef,5,ascii,Bank $7d at $e8ef,""".3(+"
$3ee90e,59,ascii,Bank $7d at $e90e,N=MX>?UGWPL]FHDVAY@\bIBTC`_R^dQKSOJaZ[Ecpejlfmnkiogqhy{rtw|
$3ee94d,39,dq3_jp,Bank $7d at $e94d,[CTRL][CTRL]zvu[CTRL]~x[$93][$92][$8b][$9a][$a1][$9b][$8c][$8d][$9f][$99][$94][CTRL][$87][$90][$86][
$3ee97a,4,ascii,Bank $7d at $e97a,1-:5
$3ee99f,6,ascii,Bank $7d at $e99f,4R[< n
$3ee9ca,3,dq3_jp,Bank $7d at $e9ca,[CTRL][$b6][$a9]
$3ee9dc,5,ascii,Bank $7d at $e9dc,yV?We
$3eea00,5,dq3_jp,Bank $7d at $ea00,[CTRL][$e2]dq[$b1]
$3eea1f,7,dq3_jp,Bank $7d at $ea1f,[CTRL]][$c4][$ca]}[$95]k
$3eeae6,8,ascii,Bank $7d at $eae6,-D0*#$$ 
$3eeb69,6,ascii,Bank $7d at $eb69,",.!%$ "
$3eebe7,10,ascii,Bank $7d at $ebe7,"-<1.""$$  <"
$3eec68,10,ascii,Bank $7d at $ec68,-<D'#$$  <
$3eecea,9,ascii,Bank $7d at $ecea,"-X&)#""$ :"
$3eed6a,10,ascii,Bank $7d at $ed6a,"-<'3""""$  ("
$3eedeb,10,ascii,Bank $7d at $edeb,-<#1!%#  <
$3eee6c,9,ascii,Bank $7d at $ee6c,"2c=""*!#  "
$3eeff4,5,ascii,Bank $7d at $eff4,#$  (
$3ef0f4,7,ascii,Bank $7d at $f0f4,"+ $ ( ,"
$3ef175,7,ascii,Bank $7d at $f175,"-!""$  G"
$3ef1f3,5,ascii,Bank $7d at $f1f3,-<+$!
$3ef275,5,ascii,Bank $7d at $f275,28&( 
$3ef2f6,8,ascii,Bank $7d at $f2f6,"-,%,#$$ "
$3ef379,6,ascii,Bank $7d at $f379,%$$   
$3ef3f8,6,ascii,Bank $7d at $f3f8,"c *<&"""
$3ef47b,7,ascii,Bank $7d at $f47b,"-+""%  #"
$3ef4fa,5,ascii,Bank $7d at $f4fa,25&$'
$3ef57e,6,ascii,Bank $7d at $f57e,'#$  <
$3ef5fb,7,ascii,Bank $7d at $f5fb,"2c%.""$#"
$3ef67c,9,ascii,Bank $7d at $f67c,"(<,#,!%  "
$3ef77e,5,ascii,Bank $7d at $f77e,"-<J""+"
$3ef803,5,ascii,Bank $7d at $f803,0%$$ 
$3ef8a9,7,ascii,Bank $7d at $f8a9,"!;"".#<$"
$3ef966,4,ascii,Bank $7d at $f966,: + 
$3ef96f,5,ascii,Bank $7d at $f96f,""".#<$"
$3ef97d,4,ascii,Bank $7d at $f97d,(1)/
$3efb1a,6,dq3_jp,Bank $7d at $fb1a,[CTRL][$bd][$8b][$bd][$92][$bd]
$40805c,3,dq3_jp,Bank $81 at $805c,[CTRL][$ab][$c2]
$408062,4,ascii,Bank $81 at $8062,h(8k
$408155,3,dq3_jp,Bank $81 at $8155,[CTRL][$ab][$c2]
$40815b,4,ascii,Bank $81 at $815b,h(8k
$40822e,5,dq3_jp,Bank $81 at $822e,[CTRL][$ad][$b8][$e0][$85]
$408240,4,ascii,Bank $81 at $8240,h(8k
$40830c,5,dq3_jp,Bank $81 at $830c,[CTRL][$ad][$b8][$e0][$85]
$40831e,4,ascii,Bank $81 at $831e,h(8k
$4083ea,5,dq3_jp,Bank $81 at $83ea,[CTRL][$ad][$b8][$e0][$85]
$4083fc,4,ascii,Bank $81 at $83fc,h(8k
$408413,5,ascii,Bank $81 at $8413,~JJJ)
$40842a,5,ascii,Bank $81 at $842a,~JJJ)
$408460,4,ascii,Bank $81 at $8460,"JJJ"""
$408479,4,ascii,Bank $81 at $8479,"`""qZ"
$4084ca,15,dq3_jp,Bank $81 at $84ca,[CTRL][$e4][$ad][$a2][$ae][$99][$92][$e4][$ad]T[$b7][$99][$c2][$e4][$a9]
$408844,4,ascii,Bank $81 at $8844,JJ`)
$408952,7,dq3_jp,Bank $81 at $8952,[CTRL]a[$8d]p[$96][$a9][$c5]
$408985,8,dq3_jp,Bank $81 at $8985,[CTRL]Q[$c5]H[$bf][CTRL]Q[$c5]
$4089b2,4,dq3_jp,Bank $81 at $89b2,[CTRL]Q[$c5][$99]
$408a58,4,dq3_jp,Bank $81 at $8a58,[CTRL]Q[$c5][$99]
$408a5f,4,dq3_jp,Bank $81 at $8a5f,[CTRL]Q[$c5][$99]
$408e04,7,dq3_jp,Bank $81 at $8e04,[CTRL]|[$8d][$cc]}[$ab][$c2]
$408e0e,4,ascii,Bank $81 at $8e0e,h(8k
$408e2e,12,dq3_jp,Bank $81 at $8e2e,[CTRL]|[$8d][$cc]}[$b9][$c2]|[$8d][$ce]}[$a9]
$408f2a,7,dq3_jp,Bank $81 at $8f2a,[CTRL]|[$8d][$cc]}[$ab][$c2]
$408f34,4,ascii,Bank $81 at $8f34,h(8k
$408f8f,6,dq3_jp,Bank $81 at $8f8f,[CTRL]}[$80][$e5][$fa]`
$409045,4,ascii,Bank $81 at $9045,h(8k
$409173,4,ascii,Bank $81 at $9173,~h(k
$409181,4,ascii,Bank $81 at $9181,~h(k
$4091ec,4,ascii,Bank $81 at $91ec,04<I
$40929d,4,ascii,Bank $81 at $929d,h(kh
$409321,4,ascii,Bank $81 at $9321,0><I
$4093d4,93,dq3_jp,Bank $81 at $93d4,[CTRL][$db][$8d][$88][$db][$8d][$8c][$db][$8d][$90][$db][$8d][$94][$db][$8d][$98][$db][$8d][$9c][$db $409494,93,dq3_jp,Bank $81 at $9494,[CTRL][$dc][$8d][$88][$dc][$8d][$8c][$dc][$8d][$90][$dc][$8d][$94][$dc][$8d][$98][$dc][$8d][$9c][$dc
$409579,4,ascii,Bank $81 at $9579,"0B,I"
$4095c0,4,ascii,Bank $81 at $95c0,"0B,K"
$409607,4,ascii,Bank $81 at $9607,"0B,M"
$40964e,4,ascii,Bank $81 at $964e,"0B,O"
$409695,4,ascii,Bank $81 at $9695,"0B,Q"
$4096dc,4,ascii,Bank $81 at $96dc,"0B,S"
$409723,4,ascii,Bank $81 at $9723,"0B,U"
$40976a,4,ascii,Bank $81 at $976a,"0B,W"
$4097b1,4,ascii,Bank $81 at $97b1,"0B,Y"
$4097f8,4,ascii,Bank $81 at $97f8,"0B,["
$40983f,4,ascii,Bank $81 at $983f,"0B,]"
$409886,4,ascii,Bank $81 at $9886,"0B,_"
$4098cd,4,ascii,Bank $81 at $98cd,"0B,a"
$409914,4,ascii,Bank $81 at $9914,"0B,c"
$40995b,4,ascii,Bank $81 at $995b,"0B,e"
$4099a2,4,ascii,Bank $81 at $99a2,"0B,g"
$4099e9,4,ascii,Bank $81 at $99e9,"0B,i"
$409a30,4,ascii,Bank $81 at $9a30,"0B,k"
$409a77,4,ascii,Bank $81 at $9a77,"0B,m"
$409abe,4,ascii,Bank $81 at $9abe,"0B,o"
$409b05,4,ascii,Bank $81 at $9b05,"0B,q"
$409b4c,4,ascii,Bank $81 at $9b4c,"0B,s"
$409b93,4,ascii,Bank $81 at $9b93,"0B,u"
$409bda,4,ascii,Bank $81 at $9bda,"0B,w"
$409c21,4,ascii,Bank $81 at $9c21,"0B,y"
$409c68,4,ascii,Bank $81 at $9c68,"0B,{"
$409caf,4,ascii,Bank $81 at $9caf,"0B,}"
$409d40,3,dq3_jp,Bank $81 at $9d40,[CTRL][$dd]p
$409d87,3,dq3_jp,Bank $81 at $9d87,[CTRL][$dd]p
$409e5b,4,ascii,Bank $81 at $9e5b,"0L,I"
$409eac,4,ascii,Bank $81 at $9eac,"0L,K"
$409efd,4,ascii,Bank $81 at $9efd,"0L,M"
$409f4e,4,ascii,Bank $81 at $9f4e,"0L,O"
$409f9f,4,ascii,Bank $81 at $9f9f,"0L,Q"
$409ff0,4,ascii,Bank $81 at $9ff0,"0L,S"
$40a041,4,ascii,Bank $81 at $a041,"0L,U"
$40a092,4,ascii,Bank $81 at $a092,"0L,W"
$40a0e3,4,ascii,Bank $81 at $a0e3,"0L,Y"
$40a134,4,ascii,Bank $81 at $a134,"0L,["
$40a185,4,ascii,Bank $81 at $a185,"0L,]"
$40a1d6,4,ascii,Bank $81 at $a1d6,"0L,_"
$40a227,4,ascii,Bank $81 at $a227,"0L,a"
$40a278,4,ascii,Bank $81 at $a278,"0L,c"
$40a2c9,4,ascii,Bank $81 at $a2c9,"0L,e"
$40a31a,4,ascii,Bank $81 at $a31a,"0L,g"
$40a36b,4,ascii,Bank $81 at $a36b,"0L,i"
$40a3bc,4,ascii,Bank $81 at $a3bc,"0L,k"
$40a40d,4,ascii,Bank $81 at $a40d,"0L,m"
$40a45e,4,ascii,Bank $81 at $a45e,"0L,o"
$40a4af,4,ascii,Bank $81 at $a4af,"0L,q"
$40a500,4,ascii,Bank $81 at $a500,"0L,s"
$40a551,4,ascii,Bank $81 at $a551,"0L,u"
$40a5a2,4,ascii,Bank $81 at $a5a2,"0L,w"
$40a5f3,4,ascii,Bank $81 at $a5f3,"0L,y"
$40a644,4,ascii,Bank $81 at $a644,"0L,{"
$40a695,4,ascii,Bank $81 at $a695,"0L,}"
$40a73a,3,dq3_jp,Bank $81 at $a73a,[CTRL][$dd]p
$40a78b,3,dq3_jp,Bank $81 at $a78b,[CTRL][$dd]p
$40a87d,4,ascii,Bank $81 at $a87d,"0L,I"
$40a8ce,4,ascii,Bank $81 at $a8ce,"0L,K"
$40a91f,4,ascii,Bank $81 at $a91f,"0L,M"
$40a970,4,ascii,Bank $81 at $a970,"0L,O"
$40a9c1,4,ascii,Bank $81 at $a9c1,"0L,Q"
$40aa12,4,ascii,Bank $81 at $aa12,"0L,S"
$40aa63,4,ascii,Bank $81 at $aa63,"0L,U"
$40aab4,4,ascii,Bank $81 at $aab4,"0L,W"
$40ab05,4,ascii,Bank $81 at $ab05,"0L,Y"
$40ab56,4,ascii,Bank $81 at $ab56,"0L,["
$40aba7,4,ascii,Bank $81 at $aba7,"0L,]"
$40abf8,4,ascii,Bank $81 at $abf8,"0L,_"
$40ac49,4,ascii,Bank $81 at $ac49,"0L,a"
$40ac9a,4,ascii,Bank $81 at $ac9a,"0L,c"
$40aceb,4,ascii,Bank $81 at $aceb,"0L,e"
$40ad3c,4,ascii,Bank $81 at $ad3c,"0L,g"
$40ad8d,4,ascii,Bank $81 at $ad8d,"0L,i"
$40adde,4,ascii,Bank $81 at $adde,"0L,k"
$40ae2f,4,ascii,Bank $81 at $ae2f,"0L,m"
$40ae80,4,ascii,Bank $81 at $ae80,"0L,o"
$40aed1,4,ascii,Bank $81 at $aed1,"0L,q"
$40af22,4,ascii,Bank $81 at $af22,"0L,s"
$40af73,4,ascii,Bank $81 at $af73,"0L,u"
$40afc4,4,ascii,Bank $81 at $afc4,"0L,w"
$40b015,4,ascii,Bank $81 at $b015,"0L,y"
$40b066,4,ascii,Bank $81 at $b066,"0L,{"
$40b0b7,4,ascii,Bank $81 at $b0b7,"0L,}"
$40b15c,3,dq3_jp,Bank $81 at $b15c,[CTRL][$dd]p
$40b1ad,3,dq3_jp,Bank $81 at $b1ad,[CTRL][$dd]p
$40b29f,4,ascii,Bank $81 at $b29f,"0R,I"
$40b2f6,4,ascii,Bank $81 at $b2f6,"0R,K"
$40b34d,4,ascii,Bank $81 at $b34d,"0R,M"
$40b3a4,4,ascii,Bank $81 at $b3a4,"0R,O"
$40b3fb,4,ascii,Bank $81 at $b3fb,"0R,Q"
$40b452,4,ascii,Bank $81 at $b452,"0R,S"
$40b4a9,4,ascii,Bank $81 at $b4a9,"0R,U"
$40b500,4,ascii,Bank $81 at $b500,"0R,W"
$40b557,4,ascii,Bank $81 at $b557,"0R,Y"
$40b5ae,4,ascii,Bank $81 at $b5ae,"0R,["
$40b605,4,ascii,Bank $81 at $b605,"0R,]"
$40b65c,4,ascii,Bank $81 at $b65c,"0R,_"
$40b6b3,4,ascii,Bank $81 at $b6b3,"0R,a"
$40b70a,4,ascii,Bank $81 at $b70a,"0R,c"
$40b761,4,ascii,Bank $81 at $b761,"0R,e"
$40b7b8,4,ascii,Bank $81 at $b7b8,"0R,g"
$40b80f,4,ascii,Bank $81 at $b80f,"0R,i"
$40b866,4,ascii,Bank $81 at $b866,"0R,k"
$40b8bd,4,ascii,Bank $81 at $b8bd,"0R,m"
$40b914,4,ascii,Bank $81 at $b914,"0R,o"
$40b96b,4,ascii,Bank $81 at $b96b,"0R,q"
$40b9c2,4,ascii,Bank $81 at $b9c2,"0R,s"
$40ba19,4,ascii,Bank $81 at $ba19,"0R,u"
$40ba70,4,ascii,Bank $81 at $ba70,"0R,w"
$40bac7,4,ascii,Bank $81 at $bac7,"0R,y"
$40bb1e,4,ascii,Bank $81 at $bb1e,"0R,{"
$40bb75,4,ascii,Bank $81 at $bb75,"0R,}"
$40bc26,3,dq3_jp,Bank $81 at $bc26,[CTRL][$dd]p
$40bc7d,3,dq3_jp,Bank $81 at $bc7d,[CTRL][$dd]p
$40c92b,4,ascii,Bank $81 at $c92b,k8kk
$40ca1a,4,ascii,Bank $81 at $ca1a," k"","
$40ca35,4,ascii,Bank $81 at $ca35," k""G"
$40ca56,4,ascii,Bank $81 at $ca56," k""h"
$40cb49,85,dq3_jp,Bank $81 at $cb49,[CTRL][$f5][$8d][$b9][$f5][$ad][CTRL][$f5][$8d][$bb][$f5][$ad][$85][$f5][$8d][$bd][$f5][$ad][$87][$f
$40cd5b,4,ascii,Bank $81 at $cd5b,"8kk"""
$40cda8,4,ascii,Bank $81 at $cda8,JJJ8
$40cdb8,4,ascii,Bank $81 at $cdb8,JJJ8
$40d824,4,dq3_jp,Bank $81 at $d824,[CTRL][$ee]~[$a5]
$40d83e,4,dq3_jp,Bank $81 at $d83e,[CTRL][$ee]~[$a5]
$40d858,4,dq3_jp,Bank $81 at $d858,[CTRL][$ee]~[$a5]
$40d872,4,dq3_jp,Bank $81 at $d872,[CTRL][$ee]~[$a5]
$40d9f1,4,dq3_jp,Bank $81 at $d9f1,[CTRL][$f0]~[$a9]
$40da0b,4,dq3_jp,Bank $81 at $da0b,[CTRL][$f0]~[$a9]
$40e6f1,4,dq3_jp,Bank $81 at $e6f1,[CTRL][$f1]~[$a9]
$40e70b,4,dq3_jp,Bank $81 at $e70b,[CTRL][$f1]~[$a9]
$40ec81,4,dq3_jp,Bank $81 at $ec81,[CTRL][$93][$d8][$92]
$40ec87,4,dq3_jp,Bank $81 at $ec87,[CTRL][$91][$da][$90]
$40ecb0,5,dq3_jp,Bank $81 at $ecb0,[CTRL][$92][CTRL][$e8][CTRL]
$40ecb6,8,dq3_jp,Bank $81 at $ecb6,[CTRL][$94][CTRL][$ea][$80]@[$80][$96]
$40ed5a,5,ascii,Bank $81 at $ed5a,K KvJ
$40ed60,5,ascii,Bank $81 at $ed60,"I""IxH"
$40ed66,5,ascii,Bank $81 at $ed66,G$GzF
$40ed6c,5,ascii,Bank $81 at $ed6c,E&E|D
$40ed72,5,ascii,Bank $81 at $ed72,C(C~B
$40f27f,4,ascii,Bank $81 at $f27f,h(+k
$40f297,5,ascii,Bank $81 at $f297,h(+kH
$40ffb0,6,ascii,Bank $81 at $ffb0,B4AQ3J
$40ffc0,22,ascii,Bank $81 at $ffc0,DRAGONQUEST3         5
$41802b,7,ascii,Bank $83 at $802b,.847)*7
$418034,6,ascii,Bank $83 at $8034,:8'&3)
$41803b,6,ascii,Bank $83 at $803b,"$4:3,J"
$418047,4,ascii,Bank $83 at $8047,*89J
$418051,7,ascii,Bank $83 at $8051,1.&-&3J
$41805b,8,ascii,Bank $83 at $805b,"1*+,&7)J"
$418066,7,ascii,Bank $83 at $8066,7*).98J
$418073,5,ascii,Bank $83 at $8073,*9:73
$41807a,6,ascii,Bank $83 at $807a,:98.)*
$418086,4,ascii,Bank $83 at $8086,".,-9"
$41808c,9,ascii,Bank $83 at $808c,*>J51&(*8
$418097,7,ascii,Bank $83 at $8097,*;*1J:5
$4180a0,11,ascii,Bank $83 at $80a0,"-&3,*J(1&88"
$4180ad,10,ascii,Bank $83 at $80ad,*7843&1.9>
$4180be,8,ascii,Bank $83 at $80be,"1&,J8-45"
$4180c8,13,ascii,Bank $83 at $80c8,9&9:8J*++*(98
$4180d7,10,ascii,Bank $83 at $80d7,&2*J89&9:8
$4180e3,7,ascii,Bank $83 at $80e3,".11J'&,"
$4180ec,12,ascii,Bank $83 at $80ec,-448*J'&991*
$4180fa,11,ascii,Bank $83 at $80fa,.1*J'&991*8
$418106,13,ascii,Bank $83 at $8106,!.*<J24389*78
$418115,9,ascii,Bank $83 at $8115,:11>J-*&1
$418120,12,ascii,Bank $83 at $8120,"74,7&2J89&79"
