Offset,Length,Encoding,Context,Text
$41812e,4,ascii,Bank $83 at $812e,4:3)
$418134,16,ascii,Bank $83 at $8134,411.8.43J).8&'1*
$418146,14,ascii,Bank $83 at $8146,3(4:39*7J8*9:5
$418156,16,ascii,Bank $83 at $8156,9&79J+1447J8*9:5
$418168,16,ascii,Bank $83 at $8168,447).3&9*J<.3)4<
$41817a,13,ascii,Bank $83 at $817a,*451*J).851&>
$41818b,8,ascii,Bank $83 at $818b,J!*78.43
$418195,15,ascii,Bank $83 at $8195,47J57*8*39&9.43
$4181a6,6,ascii,Bank $83 at $81a6,"-&3,*J"
$4181ad,4,ascii,Bank $83 at $81ad,9&++
$4181b3,7,ascii,Bank $83 at $81b3,>57*88a
$4181bb,4,ascii,Bank $83 at $81bb,9.(0
$4181c6,6,ascii,Bank $83 at $81c6,455*7J
$4181cd,4,ascii,Bank $83 at $81cd,<47)
$4181d3,6,ascii,Bank $83 at $81d3,&(7*)a
$4181da,4,ascii,Bank $83 at $81da,3.+*
$4181e0,4,ascii,Bank $83 at $81e0,743J
$4181e5,4,ascii,Bank $83 at $81e5,5*&7
$4181eb,4,ascii,Bank $83 at $81eb,743J
$4181f4,5,ascii,Bank $83 at $81f4,9**1J
$4181fa,4,ascii,Bank $83 at $81fa,<47)
$4181ff,7,ascii,Bank $83 at $81ff,""".?&7)J"
$418207,4,ascii,Bank $83 at $8207,9&++
$41820d,6,ascii,Bank $83 at $820d,4.843a
$418214,5,ascii,Bank $83 at $8214,"&,,*7"
$41821b,4,ascii,Bank $83 at $821b,743J
$418220,4,ascii,Bank $83 at $8220,1&<8
$418226,9,ascii,Bank $83 at $8226,"5.3>J""-.5"
$418231,5,ascii,Bank $83 at $8231,.&39J
$418237,5,ascii,Bank $83 at $8237,-*&78
$41823e,5,ascii,Bank $83 at $823e,-&.3J
$418244,5,ascii,Bank $83 at $8244,.(01*
$41824b,4,ascii,Bank $83 at $824b,-47J
$418250,4,ascii,Bank $83 at $8250,<47)
$418256,5,ascii,Bank $83 at $8256,7489J
$41825c,4,ascii,Bank $83 at $825c,1&)*
$418262,5,ascii,Bank $83 at $8262,*243J
$41826c,4,ascii,Bank $83 at $826c,&.3J
$418271,4,ascii,Bank $83 at $8271,9&++
$418277,4,ascii,Bank $83 at $8277,&.&J
$41827c,4,ascii,Bank $83 at $827c,<47)
$418282,8,ascii,Bank $83 at $8282,9&++J4+a
$41828b,9,ascii,Bank $83 at $828b,*+1*(9.43
$418296,8,ascii,Bank $83 at $8296,<47)J4+a
$41829f,10,ascii,Bank $83 at $829f,*897:(9.43
$4182ab,6,ascii,Bank $83 at $82ab,4:'1*X
$4182b2,5,ascii,Bank $83 at $82b2,"),*)a"
$4182b8,4,ascii,Bank $83 at $82b8,<47)
$4182be,5,ascii,Bank $83 at $82be,47(*J
$4182c4,4,ascii,Bank $83 at $82c4,9&++
$4182ca,8,ascii,Bank $83 at $82ca,<47)J4+a
$4182d3,8,ascii,Bank $83 at $82d3,*):(9.43
$4182dc,7,ascii,Bank $83 at $82dc,%42'.*a
$4182e4,5,ascii,Bank $83 at $82e4,.11*7
$4182eb,6,ascii,Bank $83 at $82eb,&1(43J
$4182f2,4,ascii,Bank $83 at $82f2,<47)
$4182f8,5,ascii,Bank $83 at $82f8,.&39J
$4182fe,5,ascii,Bank $83 at $82fe,&22*7
$418305,6,ascii,Bank $83 at $8305,41)*3J
$41830c,4,ascii,Bank $83 at $830c,1&<8
$418312,7,ascii,Bank $83 at $8312,-:3)*7a
$41831a,4,ascii,Bank $83 at $831a,<47)
$418320,4,ascii,Bank $83 at $8320,419J
$418325,4,ascii,Bank $83 at $8325,9&++
$41832b,6,ascii,Bank $83 at $832b,".3,R8J"
$418332,4,ascii,Bank $83 at $8332,<47)
$418338,6,ascii,Bank $83 at $8338,74(-.a
$41833f,4,ascii,Bank $83 at $833f,<47)
$418345,6,ascii,Bank $83 at $8345,"7&,43a"
$41834c,5,ascii,Bank $83 at $834c,.11*7
$418353,8,ascii,Bank $83 at $8353,9&++J4+a
$41835c,7,ascii,Bank $83 at $835c,":),2*39"
$418365,9,ascii,Bank $83 at $8365,"9**1J""-.5"
$418370,9,ascii,Bank $83 at $8370,"-&.3J""-.5"
$41837b,12,ascii,Bank $83 at $837b,"7.3,-&2a""-.5"
$418389,7,ascii,Bank $83 at $8389,"473.3,a"
$418396,8,ascii,Bank $83 at $8396,"442*7&3,"
$4183a0,8,ascii,Bank $83 at $83a0,"1&)*7&3,"
$4183aa,8,ascii,Bank $83 at $83aa,"1&2*7&3,"
$4183b3,9,ascii,Bank $83 at $83b3,"""7*(0.3,a"
$4183bd,4,ascii,Bank $83 at $83bd,1&.1
$4183c3,4,ascii,Bank $83 at $83c3,743J
$4183c8,5,ascii,Bank $83 at $83c8,'&(:8
$4183cf,5,ascii,Bank $83 at $83cf,"&,.(J"
$4183d5,5,ascii,Bank $83 at $83d5,'&(:8
$4183dc,7,ascii,Bank $83 at $83dc,:89.(*a
$4183e4,5,ascii,Bank $83 at $83e4,'&(:8
$4183eb,7,ascii,Bank $83 at $83eb,&89&7)a
$4183f3,4,ascii,Bank $83 at $83f3,<47)
$4183f9,4,ascii,Bank $83 at $83f9,:3*J
$4183fe,4,ascii,Bank $83 at $83fe,9&++
$418404,4,ascii,Bank $83 at $8404,"&,*J"
$418409,4,ascii,Bank $83 at $8409,9&++
$41840f,5,ascii,Bank $83 at $840f,1**5J
$418415,4,ascii,Bank $83 at $8415,9&++
$41841b,8,ascii,Bank $83 at $841b,88&88.3a
$418424,5,ascii,Bank $83 at $8424,"&,,*7"
$41842b,4,ascii,Bank $83 at $842b,41>J
$418430,4,ascii,Bank $83 at $8430,5*&7
$418436,5,ascii,Bank $83 at $8436,4<*7a
$41843c,6,ascii,Bank $83 at $843c,3:(01*
$418444,6,ascii,Bank $83 at $8444,"7&,43J"
$418450,5,ascii,Bank $83 at $8450,*&89J
$41845b,6,ascii,Bank $83 at $845b,743?*J
$418462,4,ascii,Bank $83 at $8462,3.+*
$418468,5,ascii,Bank $83 at $8468,9**1J
$41846e,5,ascii,Bank $83 at $846e,**)1*
$418475,4,ascii,Bank $83 at $8475,.89J
$41847a,4,ascii,Bank $83 at $847a,9&++
$41847f,7,ascii,Bank $83 at $847f,!.;.+>J
$418487,4,ascii,Bank $83 at $8487,9&++
$41848d,6,ascii,Bank $83 at $848d,&991*J
$418497,4,ascii,Bank $83 at $8497,"""&7J"
$41849c,5,ascii,Bank $83 at $849c,&22*7
$4184a3,6,ascii,Bank $83 at $84a3,"7&,43J"
$4184af,6,ascii,Bank $83 at $84af,149-*8
$4184b7,8,ascii,Bank $83 at $84b7,"7&.3.3,a"
$4184c5,7,ascii,Bank $83 at $84c5,*&9-*7a
$4184cd,4,ascii,Bank $83 at $84cd,7247
$4184d3,6,ascii,Bank $83 at $84d3,1&8->J
$4184df,4,ascii,Bank $83 at $84df,743J
$4184e4,4,ascii,Bank $83 at $84e4,7247
$4184ea,5,ascii,Bank $83 at $84ea,9**1J
$4184f0,4,ascii,Bank $83 at $84f0,7247
$4184f6,5,ascii,Bank $83 at $84f6,"&,.(J"
$4184fc,4,ascii,Bank $83 at $84fc,7247
$418502,8,ascii,Bank $83 at $8502,14&0J4+a
$41850b,6,ascii,Bank $83 at $850b,;&8.43
$418513,5,ascii,Bank $83 at $8513,".,-9J"
$418519,4,ascii,Bank $83 at $8519,7247
$41851f,4,ascii,Bank $83 at $851f,743J
$418524,4,ascii,Bank $83 at $8524,5743
$41852a,5,ascii,Bank $83 at $852a,1:8-J
$418535,8,ascii,Bank $83 at $8535,".,-9.3,a"
$418543,5,ascii,Bank $83 at $8543,"&,.(J"
$41854e,7,ascii,Bank $83 at $854e,*;.1R8a
$418556,4,ascii,Bank $83 at $8556,7247
$41855b,6,ascii,Bank $83 at $855b,"""&9*7J"
$418562,4,ascii,Bank $83 at $8562,7*88
$418568,5,ascii,Bank $83 at $8568,-&.3J
$418573,8,ascii,Bank $83 at $8573,7&;*1*7a
$41857c,6,ascii,Bank $83 at $857c,149-*8
$418584,5,ascii,Bank $83 at $8584,".,-9a"
$41858a,5,ascii,Bank $83 at $858a,.0.3.
$418591,5,ascii,Bank $83 at $8591,"&,.(J"
$418597,5,ascii,Bank $83 at $8597,.0.3.
$41859e,5,ascii,Bank $83 at $859e,-*11J
$4185a4,4,ascii,Bank $83 at $85a4,7247
$4185aa,5,ascii,Bank $83 at $85aa,*77&J
$4185b0,4,ascii,Bank $83 at $85b0,7247
$4185b6,6,ascii,Bank $83 at $85b6,"7&,43J"
$4185c2,5,ascii,Bank $83 at $85c2,1&)*J
$4185c8,4,ascii,Bank $83 at $85c8,7247
$4185ce,5,ascii,Bank $83 at $85ce,"3,*1J"
$4185d9,6,ascii,Bank $83 at $85d9,:791*J
$4185e0,5,ascii,Bank $83 at $85e0,-*11a
$4185e6,4,ascii,Bank $83 at $85e6,7247
$4185ec,7,ascii,Bank $83 at $85ec,*&9-*7J
$4185f9,7,ascii,Bank $83 at $85f9,*&9-*7a
$418601,4,ascii,Bank $83 at $8601,7*88
$418607,5,ascii,Bank $83 at $8607,4=*7J
$41860d,5,ascii,Bank $83 at $860d,-4798
$418614,7,ascii,Bank $83 at $8614,"&,.(&1a"
$41861c,4,ascii,Bank $83 at $861c,0.79
$418622,5,ascii,Bank $83 at $8622,".,-9J"
$418628,4,ascii,Bank $83 at $8628,7*88
$41862e,6,ascii,Bank $83 at $862e,"7&,43J"
$41863a,5,ascii,Bank $83 at $863a,1&(0J
$418645,4,ascii,Bank $83 at $8645,.10J
$41864f,5,ascii,Bank $83 at $864f,"&,.(J"
$418655,4,ascii,Bank $83 at $8655,5743
$41865b,5,ascii,Bank $83 at $865b,1.(0J
$418666,5,ascii,Bank $83 at $8666,&79>J
$41866c,4,ascii,Bank $83 at $866c,7*88
$418672,4,ascii,Bank $83 at $8672,&70J
$418677,5,ascii,Bank $83 at $8677,:9+.9
$41867e,7,ascii,Bank $83 at $867e,>89*7>a
$418686,5,ascii,Bank $83 at $8686,41*74
$41868d,6,ascii,Bank $83 at $868d,&(7*)a
$418694,5,ascii,Bank $83 at $8694,.0.3.
$41869b,5,ascii,Bank $83 at $869b,.3/&J
$4186a6,7,ascii,Bank $83 at $86a6,*&9-*7a
$4186ae,5,ascii,Bank $83 at $86ae,-.*1)
$4186b5,4,ascii,Bank $83 at $86b5,743J
$4186ba,5,ascii,Bank $83 at $86ba,-.*1)
$4186c1,4,ascii,Bank $83 at $86c1,*&1J
$4186c6,5,ascii,Bank $83 at $86c6,-.*1)
$4186cd,4,ascii,Bank $83 at $86cd,*74J
$4186d2,5,ascii,Bank $83 at $86d2,-.*1)
$4186d9,6,ascii,Bank $83 at $86d9,4774<a
$4186e0,5,ascii,Bank $83 at $86e0,-.*1)
$4186e7,6,ascii,Bank $83 at $86e7,743?*a
$4186ee,5,ascii,Bank $83 at $86ee,-.*1)
$4186f5,6,ascii,Bank $83 at $86f5,.1;*7a
$4186fc,5,ascii,Bank $83 at $86fc,-.*1)
$418703,5,ascii,Bank $83 at $8703,(&1*J
$418709,5,ascii,Bank $83 at $8709,-.*1)
$418710,5,ascii,Bank $83 at $8710,"&,.(J"
$418716,5,ascii,Bank $83 at $8716,-.*1)
$41871d,6,ascii,Bank $83 at $871d,"7&,43a"
$418724,5,ascii,Bank $83 at $8724,-.*1)
$41872b,5,ascii,Bank $83 at $872b,=5*1J
$418731,5,ascii,Bank $83 at $8731,-.*1)
$418740,5,ascii,Bank $83 at $8740,-.*1)
$418747,4,ascii,Bank $83 at $8747,",7*J"
$41874c,5,ascii,Bank $83 at $874c,-.*1)
$418753,6,ascii,Bank $83 at $8753,41)*3J
$41875a,4,ascii,Bank $83 at $875a,74<3
$418760,4,ascii,Bank $83 at $8760,743J
$418765,5,ascii,Bank $83 at $8765,*12*9
$41876c,5,ascii,Bank $83 at $876c,"&,.(J"
$418776,6,ascii,Bank $83 at $8776,.8*7>a
$41877d,5,ascii,Bank $83 at $877d,*12*9
$418784,8,ascii,Bank $83 at $8784,"79*,&R8a"
$41878d,5,ascii,Bank $83 at $878d,*12*9
$418794,5,ascii,Bank $83 at $8794,:7'&3
$41879b,11,ascii,Bank $83 at $879b,"11X034<.3,a"
$4187ac,7,ascii,Bank $83 at $87ac,*&9-*7J
$4187b8,4,ascii,Bank $83 at $87b8,743J
$4187c1,7,ascii,Bank $83 at $87c1,"""44)*3a"
$4187c9,5,ascii,Bank $83 at $87c9,*12*9
$4187d9,6,ascii,Bank $83 at $87d9,.1;*7a
$4187e0,7,ascii,Bank $83 at $87e0,&77*99*
$4187e9,5,ascii,Bank $83 at $87e9,7*&9J
$4187f4,5,ascii,Bank $83 at $87f4,1&(0J
$4187ff,5,ascii,Bank $83 at $87ff,:33>J
$41880a,4,ascii,Bank $83 at $880a,.10J
$418813,7,ascii,Bank $83 at $8813,>9-7.1a
$41881b,5,ascii,Bank $83 at $881b,*12*9
$418822,6,ascii,Bank $83 at $8822,473*)J
$41882d,6,ascii,Bank $83 at $882d,&(7*)a
$418834,7,ascii,Bank $83 at $8834,&1.82&3
$41883c,7,ascii,Bank $83 at $883c,""".?&7)J"
$418849,5,ascii,Bank $83 at $8849,:(0>J
$41884f,4,ascii,Bank $83 at $884f,-4*8
$418855,6,ascii,Bank $83 at $8855,9&77>J
$418860,4,ascii,Bank $83 at $8860,%*3J
$41886a,7,ascii,Bank $83 at $886a,7>89&1J
$418877,4,ascii,Bank $83 at $8877,.+*J
$418881,8,ascii,Bank $83 at $8881,"97*3,9-a"
$41888f,8,ascii,Bank $83 at $888f,&''.9R8a
$41889d,4,ascii,Bank $83 at $889d,&1*J
$4188a2,6,ascii,Bank $83 at $88a2,&3)&3&
$4188aa,8,ascii,Bank $83 at $88aa,"943*J"".,"
$4188b4,6,ascii,Bank $83 at $88b4,&79*7J
$4188c0,9,ascii,Bank $83 at $88c0,"4-&<0J"".,"
$4188cb,4,ascii,Bank $83 at $88cb,:'>J
$4188d5,5,ascii,Bank $83 at $88d5,"3,7>a"
$4188db,5,ascii,Bank $83 at $88db,&9944
$4188e2,4,ascii,Bank $83 at $88e2,*74J
$4188ec,5,ascii,Bank $83 at $88ec,2&79a
$4188f2,6,ascii,Bank $83 at $88f2,1&88*8
$4188fa,6,ascii,Bank $83 at $88fa,.1;*7a
$418901,5,ascii,Bank $83 at $8901,48&7>
$418908,7,ascii,Bank $83 at $8908,&(.+.*7
$418911,8,ascii,Bank $83 at $8911,4(089&7a
$41891f,4,ascii,Bank $83 at $891f,41)a
$418924,7,ascii,Bank $83 at $8924,*(01&(*
$41892d,5,ascii,Bank $83 at $892d,5**)J
$418938,5,ascii,Bank $83 at $8938,4<*7J
$418943,6,ascii,Bank $83 at $8943,41)*3J
$41894f,6,ascii,Bank $83 at $894f,41)*3J
$418956,4,ascii,Bank $83 at $8956,.&7&
$41895c,5,ascii,Bank $83 at $895c,1.2*a
$418962,7,ascii,Bank $83 at $8962,"&77.3,8"
$41896b,10,ascii,Bank $83 at $896b,*3*;41*39a
$41897b,4,ascii,Bank $83 at $897b,1**J
$418985,4,ascii,Bank $83 at $8985,&7)J
$41898a,4,ascii,Bank $83 at $898a,*&79
$418990,4,ascii,Bank $83 at $8990,:'*J
$418995,4,ascii,Bank $83 at $8995,4(08
$41899b,5,ascii,Bank $83 at $899b,1&(0J
$4189a1,5,ascii,Bank $83 at $89a1,*55*7
$4189a8,6,ascii,Bank $83 at $89a8,"&,*R8a"
$4189af,4,ascii,Bank $83 at $89af,943*
$4189b5,9,ascii,Bank $83 at $89b5,.7747J4+J
$4189c2,7,ascii,Bank $83 at $89c2,-.789>a
$4189ca,6,ascii,Bank $83 at $89ca,.9(-*7
$4189d2,8,ascii,Bank $83 at $89d2,&703*88a
$4189e0,6,ascii,Bank $83 at $89e0,"-&3,*J"
$4189e7,4,ascii,Bank $83 at $89e7,9&++
$4189ed,4,ascii,Bank $83 at $89ed,.+*J
$4189f2,4,ascii,Bank $83 at $89f2,943*
$4189f8,9,ascii,Bank $83 at $89f8,3;.8.'1*a
$418a07,5,ascii,Bank $83 at $8a07,"&,.(J"
$418a12,5,ascii,Bank $83 at $8a12,-.*+J
$418a1c,5,ascii,Bank $83 at $8a1c,"&,.(J"
$418a26,5,ascii,Bank $83 at $8a26,.3&1J
$418a30,5,ascii,Bank $83 at $8a30,7*&2J
$418a3a,8,ascii,Bank $83 at $8a3a,"""&0*X 5a"
$418a43,5,ascii,Bank $83 at $8a43,4<)*7
$418a4a,6,ascii,Bank $83 at $8a4a,".3,R8a"
$418a51,5,ascii,Bank $83 at $8a51,*99*7
$418a58,9,ascii,Bank $83 at $8a58,7.(-&1(:2
$418a63,8,ascii,Bank $83 at $8a63,"97*3,9-a"
$418a71,7,ascii,Bank $83 at $8a71,",.1.9>a"
$418a7e,7,ascii,Bank $83 at $8a7e,9&2.3&a
$418a8b,4,ascii,Bank $83 at $8a8b,:(0J
$418a94,7,ascii,Bank $83 at $8a94,""".8)42J"
$418aa1,4,ascii,Bank $83 at $8aa1,.+*J
$418aaa,7,ascii,Bank $83 at $8aaa,*).(&1a
$418ab7,8,ascii,Bank $83 at $8ab7,39.)49*a
$418ac5,9,ascii,Bank $83 at $8ac5,"41>J""&9*7"
$418acf,14,ascii,Bank $83 at $8acf,""".3,J4+a"">;*73"
$418ade,10,ascii,Bank $83 at $8ade,"$,,)7&8.1a"
$418aee,5,ascii,Bank $83 at $8aee,*&9-a
$418af4,5,ascii,Bank $83 at $8af4,:8.(J
$418afe,6,ascii,Bank $83 at $8afe,4;*1>a
$418b05,7,ascii,Bank $83 at $8b05,*247.*8
$418b0e,4,ascii,Bank $83 at $8b0e,:11J
$418b13,4,ascii,Bank $83 at $8b13,443a
$418b1d,6,ascii,Bank $83 at $8b1d,6:.79J
$418b28,8,ascii,Bank $83 at $8b28,&.147R8a
$418b36,4,ascii,Bank $83 at $8b36,(-4J
$418b3b,4,ascii,Bank $83 at $8b3b,1:9*
$418b41,5,ascii,Bank $83 at $8b41,&.7>J
$418b47,4,ascii,Bank $83 at $8b47,1:9*
$418b4d,6,ascii,Bank $83 at $8b4d,.1;*7J
$418b59,5,ascii,Bank $83 at $8b59,".,-9J"
$418b63,4,ascii,Bank $83 at $8b63,49-J
$418b68,5,ascii,Bank $83 at $8b68,4<)*7
$418b6f,9,ascii,Bank $83 at $8b6f,"5.)*7J""*'"
$418b7e,4,ascii,Bank $83 at $8b7e,943*
$418b84,7,ascii,Bank $83 at $8b84,&.3'4<J
$418b91,6,ascii,Bank $83 at $8b91,.1;*7J
$418ba3,7,ascii,Bank $83 at $8ba3,$*114<J
$418baf,6,ascii,Bank $83 at $8baf,:751*J
$418bba,4,ascii,Bank $83 at $8bba,1:*J
$418bc3,5,ascii,Bank $83 at $8bc3,7**3J
$418bcd,5,ascii,Bank $83 at $8bcd,2&11J
$418bd3,4,ascii,Bank $83 at $8bd3,*)&1
$418bd9,5,ascii,Bank $83 at $8bd9,"&,.(J"
$418be3,5,ascii,Bank $83 at $8be3,&.7>J
$418bed,4,ascii,Bank $83 at $8bed,41)J
$418bf7,7,ascii,Bank $83 at $8bf7,4))*88a
$418c04,6,ascii,Bank $83 at $8c04,>89.(J
$418c0f,6,ascii,Bank $83 at $8c0f,.3)1>J
$418c1a,6,ascii,Bank $83 at $8c1a,""".25>J"
$418c26,4,ascii,Bank $83 at $8c26,&)>J
$418c2b,5,ascii,Bank $83 at $8c2b,&3:&1
$418c32,5,ascii,Bank $83 at $8c32,2&79J
$418c3d,6,ascii,Bank $83 at $8c3d,:8(1*a
$418c44,8,ascii,Bank $83 at $8c44,:.)*'440
$418c4e,4,ascii,Bank $83 at $8c4e,*74J
$418c53,4,ascii,Bank $83 at $8c53,:.)*
$418c59,5,ascii,Bank $83 at $8c59,:(0>J
$418c64,6,ascii,Bank $83 at $8c64,42'4>J
$418c70,6,ascii,Bank $83 at $8c70,"7&,.(J"
$418c7c,5,ascii,Bank $83 at $8c7c,7&;*J
$418c87,4,ascii,Bank $83 at $8c87,*+>J
$418c91,4,ascii,Bank $83 at $8c91,40*J
$418c9b,7,ascii,Bank $83 at $8c9b,"&:,-9>J"
$418ca8,7,ascii,Bank $83 at $8ca8,-*&9*7a
$418cb0,4,ascii,Bank $83 at $8cb0,:.)*
$418cb6,7,ascii,Bank $83 at $8cb6,&(-.8.a
$418cbe,5,ascii,Bank $83 at $8cbe,.(0*9
$418cc6,6,ascii,Bank $83 at $8cc6,"49-.3,"
$418ccf,5,ascii,Bank $83 at $8ccf,>8*1+
$418cd5,5,ascii,Bank $83 at $8cd5,J*9(Y
$418cdc,6,ascii,Bank $83 at $8cdc,2*7843
$418ce3,7,ascii,Bank $83 at $8ce3,""".11.&2"
$418cec,5,ascii,Bank $83 at $8cec,48*5-
$418cf3,6,ascii,Bank $83 at $8cf3,>39-.&
$418cfb,7,ascii,Bank $83 at $8cfb,&2&39-&
$418d09,4,ascii,Bank $83 at $8d09,*99>
$418d0f,7,ascii,Bank $83 at $8d0f,7*9(-*3
$418d18,6,ascii,Bank $83 at $8d18,-7.894
$418d20,7,ascii,Bank $83 at $8d20,.(-41&8
$418d2e,4,ascii,Bank $83 at $8d2e,"&,,>"
$418d33,7,ascii,Bank $83 at $8d33,"""&77.47"
$418d3c,6,ascii,Bank $83 at $8d3c,".,-9*7"
$418d49,5,ascii,Bank $83 at $8d49,1*7.(
$418d50,5,ascii,Bank $83 at $8d50,*&1*7
$418d57,5,ascii,Bank $83 at $8d57,*89*7
$418d5e,4,ascii,Bank $83 at $8d5e,-.*+
$418d72,7,ascii,Bank $83 at $8d72,!&1.&39
$418d7b,4,ascii,Bank $83 at $8d7b,:11>
$418d81,5,ascii,Bank $83 at $8d81,2&?43
$418d88,6,ascii,Bank $83 at $8d88,4:72*9
$418d90,4,ascii,Bank $83 at $8d90,&(-4
$418d96,5,ascii,Bank $83 at $8d96,42'4>
$418d9d,7,ascii,Bank $83 at $8d9d,*&71*88
$418dab,6,ascii,Bank $83 at $8dab,441.8-
$418db3,6,ascii,Bank $83 at $8db3,*+.&39
$418dbb,7,ascii,Bank $83 at $8dbb,&7*+7**
$418dc4,6,ascii,Bank $83 at $8dc4,*+.&39
$418dcc,7,ascii,Bank $83 at $8dcc,9:''473
$418dd5,7,ascii,Bank $83 at $8dd5,&)>1.0*
$418dde,5,ascii,Bank $83 at $8dde,43*89
$418de5,7,ascii,Bank $83 at $8de5,7).3&7>
$418dee,4,ascii,Bank $83 at $8dee,>5*7
$418df4,4,ascii,Bank $83 at $8df4,",.1*"
$418dfa,4,ascii,Bank $83 at $8dfa,1*79
$418e00,4,ascii,Bank $83 at $8e00,-&75
$418e06,6,ascii,Bank $83 at $8e06,<.89*)
$418e0d,4,ascii,Bank $83 at $8e0d,!&.3
$418e13,6,ascii,Bank $83 at $8e13,*1+.8-
$418e1a,5,ascii,Bank $83 at $8e1a,"""**5>"
$418e21,7,ascii,Bank $83 at $8e21,43*842*
$418e2a,4,ascii,Bank $83 at $8e2a,"4:,-"
$418e30,6,ascii,Bank $83 at $8e30,7432&3
$418e38,7,ascii,Bank $83 at $8e38,".1.,*39"
$418e40,7,ascii,Bank $83 at $8e40,"""471)1>"
$418e49,4,ascii,Bank $83 at $8e49,"&,*7"
$418e4f,6,ascii,Bank $83 at $8e4f,*))1*7
$418e5c,4,ascii,Bank $83 at $8e5c,2&79
$418e62,6,ascii,Bank $83 at $8e62,"4,.(&1"
$418e6a,7,ascii,Bank $83 at $8e6a,42&39.(
$418e73,7,ascii,Bank $83 at $8e73,*151*88
$418e7c,4,ascii,Bank $83 at $8e7c,:(0>
$418e82,4,ascii,Bank $83 at $8e82,&55>
$418e88,7,ascii,Bank $83 at $8e88,&7*1*88
$418e91,7,ascii,Bank $83 at $8e91,41.9&7>
$418e9a,7,ascii,Bank $83 at $8e9a,4<&7)1>
$418ea3,4,ascii,Bank $83 at $8ea3,.11>
$418ea9,4,ascii,Bank $83 at $8ea9,.2.)
$418eaf,5,ascii,Bank $83 at $8eaf,.3)1>
$418ebb,4,ascii,Bank $83 at $8ebb,1.2*
$418ec1,4,ascii,Bank $83 at $8ec1,&;*3
$418ec7,5,ascii,Bank $83 at $8ec7,473>J
$418ed2,7,ascii,Bank $83 at $8ed2,39*&9*7
$418edb,5,ascii,Bank $83 at $8edb,7.(0J
$418ee6,7,ascii,Bank $83 at $8ee6,"74,,47*"
$418eef,5,ascii,Bank $83 at $8eef,&''1*
$418ef6,7,ascii,Bank $83 at $8ef6,"&,.(.&3"
$418eff,9,ascii,Bank $83 at $8eff,"9.3,J""&85"
$418f0a,5,ascii,Bank $83 at $8f0a,*&1*7
$418f11,6,ascii,Bank $83 at $8f11,39'*&7
$418f19,6,ascii,Bank $83 at $8f19,12.7&/
$418f20,6,ascii,Bank $83 at $8f20,!*342J
$418f2c,8,ascii,Bank $83 at $8f2c,&9&5.11&
$418f3e,4,ascii,Bank $83 at $8f3e,*&)J
$418f43,4,ascii,Bank $83 at $8f43,4:3)
$418f49,6,ascii,Bank $83 at $8f49,.11*7J
$418f54,4,ascii,Bank $83 at $8f54,72>J
$418f62,4,ascii,Bank $83 at $8f62,14:)
$418f68,9,ascii,Bank $83 at $8f68,*24389441
$418f72,10,ascii,Bank $83 at $8f72,"!*342J""472"
$418f7e,7,ascii,Bank $83 at $8f7e,"&;*3,*7"
$418f87,9,ascii,Bank $83 at $8f87,&'.)-4:3)
$418f92,8,ascii,Bank $83 at $8f92,*&)89441
$418f9c,7,ascii,Bank $83 at $8f9c,-&)4<*7
$418fa4,7,ascii,Bank $83 at $8fa4,!&25.7*
$418fad,4,ascii,Bank $83 at $8fad,;.1J
$418fb7,5,ascii,Bank $83 at $8fb7,"4,:*J"
$418fc2,6,ascii,Bank $83 at $8fc2,&95.7*
$418fca,4,ascii,Bank $83 at $8fca,".3,J"
$418fd3,5,ascii,Bank $83 at $8fd3,""".1)J"
$418fdd,5,ascii,Bank $83 at $8fdd,7.(0J
$418fe7,5,ascii,Bank $83 at $8fe7,:22>J
$418ff1,4,ascii,Bank $83 at $8ff1,*11J
$418ffb,4,ascii,Bank $83 at $8ffb,7:.)
$419001,8,ascii,Bank $83 at $9001,1&2&5*)*
$41900b,4,ascii,Bank $83 at $900b,:22>
$419011,8,ascii,Bank $83 at $9011,"&,*89441"
$41901b,6,ascii,Bank $83 at $901b,:39*7J
$41902a,5,ascii,Bank $83 at $902a,&(0&1
$419035,4,ascii,Bank $83 at $9035,*&9J
$41903a,4,ascii,Bank $83 at $903a,14:)
$419040,9,ascii,Bank $83 at $9040,"43,:*'*&7"
$41904b,4,ascii,Bank $83 at $904b,:7*7
$419051,6,ascii,Bank $83 at $9051,&2247*
$419059,5,ascii,Bank $83 at $9059,&9:1&
$419060,4,ascii,Bank $83 at $9060,;.1J
$41906a,6,ascii,Bank $83 at $906a,.11*7J
$419075,5,ascii,Bank $83 at $9075,&7:)&
$41907c,6,ascii,Bank $83 at $907c,*9&11>
$419084,7,ascii,Bank $83 at $9084,"4&9*,43"
$41908d,7,ascii,Bank $83 at $908d,=*(:9*7
$419096,7,ascii,Bank $83 at $9096,*243.9*
$41909f,7,ascii,Bank $83 at $909f,"*7&3,*7"
$4190a8,7,ascii,Bank $83 at $90a8,&33.'4=
$4190b1,9,ascii,Bank $83 at $90b1,1.2.3&947
$4190bc,5,ascii,Bank $83 at $90bc,7*&9J
$4190c7,5,ascii,Bank $83 at $90c7,3&.1>
$4190d2,5,ascii,Bank $83 at $90d2,"7&,43"
$4190d9,7,ascii,Bank $83 at $90d9,&73&'&8
$4190e1,5,ascii,Bank $83 at $90e1,""".9(-"
$4190ec,5,ascii,Bank $83 at $90ec,*(0*7
